		=== g++: Unexpected fails for rv32gcv ilp32d medlow  ===
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++20 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++29 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++98 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (test for excess errors)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 10 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 11 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 12 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 13 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 14 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 15 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 16 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 17 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 18 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 19 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 2 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 20 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 21 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 22 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 23 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 24 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 25 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 26 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 27 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 28 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 29 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 3 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 30 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 31 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 32 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 33 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 34 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 35 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 36 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 37 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 38 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 39 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 4 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 40 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 41 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 42 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 43 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 44 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 45 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 46 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 47 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 48 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 49 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 5 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 50 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 51 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 52 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 53 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 54 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 55 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 56 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 57 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 58 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 59 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 6 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 60 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 61 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 62 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 63 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 7 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 8 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 9 (false)
FAIL: gcc.misc-tests/gcov-19.c line 553: coverage summary not found; expected 64/128
FAIL: gcc.misc-tests/gcov-19.c line 560: coverage summary not found; expected 64/128
FAIL: gcc.misc-tests/gcov-19.c line 560: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 560: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 560: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 563: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 563: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 563: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 564: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 571: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 571: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 571: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 571: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 573: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 573: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 573: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 573: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 582: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 582: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 582: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 582: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 584: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 584: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 584: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 584: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 603: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 603: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 603: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 604: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 605: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 616: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 616: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 616: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 617: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 617: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 617: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 617: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 624: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 624: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 624: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 624: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 626: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 626: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 626: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 626: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 629: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 629: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 629: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 629: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 62: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 62: unexpected summary - expected 3/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 62: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 62: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 62: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 637: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 637: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 637: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 637: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 639: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 639: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 639: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 63: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 640: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 643: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 643: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 643: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 643: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 651: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 651: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 651: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 651: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 653: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 653: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 653: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 653: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 655: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 655: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 655: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 656: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 671: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 671: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 671: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 671: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 684: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 684: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 684: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 684: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 687: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 687: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 687: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 687: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 698: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 698: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 698: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 699: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 701: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 701: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 701: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 701: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 703: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 703: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 703: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 704: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 706: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 706: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 706: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 706: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 708: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 708: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 708: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 708: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 717: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 72: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected summary - expected 4/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 730: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 730: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 730: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 733: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 733: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 733: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 733: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 735: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 735: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 735: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 735: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 739: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 739: unexpected summary - expected 3/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 739: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 739: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 739: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 740: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 745: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 745: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 745: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 745: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 746: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 748: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 748: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 748: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 748: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 752: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 752: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 752: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 752: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 761: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 761: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 761: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 761: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 765: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 765: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 765: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 765: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 782: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 782: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 782: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 783: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 786: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 786: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 786: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 787: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 81: coverage summary not found; expected 4/4
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected summary - expected 4/6, got 0/6
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected uncovered term 2 (true)
FAIL: gcc.misc-tests/gcov-19.c line 825: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 825: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 825: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 825: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 82: coverage summary not found; expected 4/6
FAIL: gcc.misc-tests/gcov-19.c line 831: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 831: unexpected summary - expected 3/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 831: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 831: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 831: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 832: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 839: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 839: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 839: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 839: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 840: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 840: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 840: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 841: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 847: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected summary - expected 7/10, got 0/10
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected uncovered term 2 (false)
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected uncovered term 3 (true)
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected uncovered term 4 (true)
FAIL: gcc.misc-tests/gcov-19.c line 848: coverage summary not found; expected 7/10
FAIL: gcc.misc-tests/gcov-19.c line 867: coverage summary not found; expected 7/10
FAIL: gcc.misc-tests/gcov-19.c line 877: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 877: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 878: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 880: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 880: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 880: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 881: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 892: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 892: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 892: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 892: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 895: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 895: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 895: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 895: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 897: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 897: unexpected summary - expected 3/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 897: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 897: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 897: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 898: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 909: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 909: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 909: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 909: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 90: coverage summary not found; expected 4/6
FAIL: gcc.misc-tests/gcov-19.c line 90: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 90: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 90: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 912: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 912: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 912: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 913: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 917: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 917: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 917: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 918: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 91: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 932: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 932: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 932: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 932: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 935: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 935: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 935: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 935: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 937: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 937: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 937: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 938: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 940: coverage summary not found; expected 1/4
