		=== g++: Unexpected fails for rv32imac_zba_zbb_zbc_zbs ilp32 medlow  ===
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++20 (test for excess errors)
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++26 (test for excess errors)
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++98 (test for excess errors)
FAIL: gcc.misc-tests/gcov-19.c line 435: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 435: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 435: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 436: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 43: coverage summary not found; expected 4/4
FAIL: gcc.misc-tests/gcov-19.c line 43: unexpected summary - expected 2/6, got 0/6
FAIL: gcc.misc-tests/gcov-19.c line 43: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 43: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 443: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 443: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 443: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 443: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 444: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 44: coverage summary not found; expected 2/6
FAIL: gcc.misc-tests/gcov-19.c line 451: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 451: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 451: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 451: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 453: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 453: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 453: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 453: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 463: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 463: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 463: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 463: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 472: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 472: unexpected summary - expected 4/6, got 0/6
FAIL: gcc.misc-tests/gcov-19.c line 472: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 472: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 472: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 472: unexpected uncovered term 2 (false)
FAIL: gcc.misc-tests/gcov-19.c line 473: coverage summary not found; expected 4/6
FAIL: gcc.misc-tests/gcov-19.c line 487: coverage summary not found; expected 4/6
FAIL: gcc.misc-tests/gcov-19.c line 487: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 487: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 488: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 501: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 501: unexpected summary - expected 5/6, got 0/6
FAIL: gcc.misc-tests/gcov-19.c line 501: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 501: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 501: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 501: unexpected uncovered term 2 (false)
FAIL: gcc.misc-tests/gcov-19.c line 501: unexpected uncovered term 2 (true)
FAIL: gcc.misc-tests/gcov-19.c line 502: coverage summary not found; expected 5/6
FAIL: gcc.misc-tests/gcov-19.c line 509: coverage summary not found; expected 5/6
FAIL: gcc.misc-tests/gcov-19.c line 509: unexpected summary - expected 3/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 509: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 509: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 509: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 510: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 515: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 515: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 515: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 515: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 528: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 528: unexpected summary - expected 5/6, got 0/6
FAIL: gcc.misc-tests/gcov-19.c line 528: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 528: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 528: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 528: unexpected uncovered term 2 (false)
FAIL: gcc.misc-tests/gcov-19.c line 528: unexpected uncovered term 2 (true)
FAIL: gcc.misc-tests/gcov-19.c line 529: coverage summary not found; expected 5/6
FAIL: gcc.misc-tests/gcov-19.c line 52: coverage summary not found; expected 2/6
FAIL: gcc.misc-tests/gcov-19.c line 52: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 52: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 539: coverage summary not found; expected 5/6
FAIL: gcc.misc-tests/gcov-19.c line 53: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected summary - expected 64/128, got 0/128
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 10 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 11 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 12 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 13 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 14 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 15 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 16 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 17 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 18 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 19 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 2 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 20 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 21 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 22 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 23 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 24 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 25 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 26 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 27 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 28 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 29 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 3 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 30 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 31 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 32 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 33 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 34 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 35 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 36 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 37 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 38 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 39 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 4 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 40 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 41 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 42 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 43 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 44 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 45 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 46 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 47 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 48 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 49 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 5 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 50 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 51 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 52 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 53 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 54 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 55 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 56 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 57 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 58 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 59 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 6 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 60 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 61 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 62 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 63 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 7 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 8 (false)
FAIL: gcc.misc-tests/gcov-19.c line 552: unexpected uncovered term 9 (false)
FAIL: gcc.misc-tests/gcov-19.c line 553: coverage summary not found; expected 64/128
FAIL: gcc.misc-tests/gcov-19.c line 560: coverage summary not found; expected 64/128
FAIL: gcc.misc-tests/gcov-19.c line 560: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 560: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 560: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 563: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 563: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 563: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 564: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 571: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 571: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 571: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 571: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 573: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 573: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 573: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 573: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 582: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 582: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 582: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 582: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 584: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 584: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 584: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 584: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 603: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 603: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 603: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 604: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 605: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 616: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 616: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 616: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 617: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 617: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 617: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 617: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 624: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 624: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 624: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 624: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 626: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 626: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 626: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 626: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 629: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 629: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 629: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 629: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 62: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 62: unexpected summary - expected 3/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 62: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 62: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 62: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 637: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 637: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 637: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 637: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 639: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 639: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 639: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 63: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 640: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 643: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 643: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 643: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 643: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 651: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 651: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 651: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 651: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 653: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 653: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 653: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 653: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 655: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 655: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 655: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 656: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 671: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 671: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 671: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 671: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 684: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 684: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 684: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 684: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 687: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 687: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 687: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 687: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 698: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 698: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 698: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 699: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 701: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 701: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 701: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 701: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 703: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 703: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 703: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 704: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 706: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 706: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 706: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 706: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 708: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 708: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 708: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 708: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 717: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 72: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected summary - expected 4/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 72: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 730: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 730: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 730: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 733: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 733: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 733: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 733: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 735: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 735: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 735: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 735: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 739: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 739: unexpected summary - expected 3/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 739: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 739: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 739: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 740: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 745: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 745: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 745: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 745: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 746: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 748: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 748: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 748: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 748: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 752: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 752: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 752: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 752: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 761: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 761: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 761: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 761: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 765: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 765: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 765: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 765: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 782: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 782: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 782: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 783: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 786: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 786: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 786: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 787: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 81: coverage summary not found; expected 4/4
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected summary - expected 4/6, got 0/6
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 81: unexpected uncovered term 2 (true)
FAIL: gcc.misc-tests/gcov-19.c line 825: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 825: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 825: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 825: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 82: coverage summary not found; expected 4/6
FAIL: gcc.misc-tests/gcov-19.c line 831: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 831: unexpected summary - expected 3/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 831: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 831: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 831: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 832: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 839: coverage summary not found; expected 3/4
FAIL: gcc.misc-tests/gcov-19.c line 839: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 839: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 839: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 840: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 840: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 840: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 841: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 847: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected summary - expected 7/10, got 0/10
FAIL: gcc.misc-tests/gcov-19.c line 847: unexpected uncovered term 0 (false)
